#term ID	term description	observed gene count	background gene count	strength	false discovery rate	matching proteins in your network (IDs)	matching proteins in your network (labels)
GO:0051171	Regulation of nitrogen compound metabolic process	37	5734	0.3	0.00010	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,STAT5B,ITGA5,TLR3,BCR,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,USP8,NPY,ITGA6,NFATC1,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1,IKBKG,ITGAM
GO:0002703	Regulation of leukocyte mediated immunity	8	239	1.02	0.00011	9606.ENSP00000252483,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000360181,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000496959	NECTIN2,STAT5B,TLR3,BCR,SH2D1A,MAVS,LYN,ITGAM
GO:0030097	Hemopoiesis	12	655	0.76	0.00011	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000298527,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000345492,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000428924	KDR,STAT5B,CLEC1B,BCR,HCLS1,STK11,SH2B3,ABL1,SRC,ITGB1,PLA2G10,LYN
GO:0030334	Regulation of cell migration	14	927	0.67	0.00011	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000346300,9606.ENSP00000349436,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302	KDR,ITGA5,BCR,DAB2,MET,CRKL,ADAM15,ABL1,SRC,ITGB1,ITGA6,LYN,DAG1,ADAM8
GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	4	21	1.77	0.00011	9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000462468	ABL1,SRC,LYN,YES1
GO:0006898	Receptor-mediated endocytosis	7	166	1.12	0.00012	9606.ENSP00000264896,9606.ENSP00000313391,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000436607,9606.ENSP00000496959	SCARB2,DAB2,SNX9,WASF1,ITGB1,ADM,ITGAM
GO:0030036	Actin cytoskeleton organization	11	547	0.8	0.00013	9606.ENSP00000233154,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000432472	NCK2,INPPL1,BCR,HCLS1,CD2AP,PTPN1,ABL1,SRC,WASF1,ITGB1,BRK1
GO:0048608	Reproductive structure development	10	436	0.86	0.00013	9606.ENSP00000001008,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000362680,9606.ENSP00000436607	FKBP4,KDR,STAT5B,TLR3,STK11,CRKL,GFRA1,ADAM15,SRC,ADM
GO:0009611	Response to wounding	10	444	0.85	0.00015	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000308782,9606.ENSP00000339328,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	KDR,ITGA5,GP6,PLAUR,SRC,ITGB1,LYN,ADM,DAG1,NEFL
GO:0051049	Regulation of transport	19	1763	0.53	0.00015	9606.ENSP00000162749,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000352264,9606.ENSP00000356436,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000447730,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000496959	TNFRSF1A,BCR,DAB2,HCLS1,STK11,CD2AP,PLA2G4A,PTPN1,ABL1,SRC,HNRNPK,ITGB1,PLA2G10,MAVS,LYN,CD63,ADAM8,YES1,ITGAM
GO:0048872	Homeostasis of number of cells	8	256	0.99	0.00017	9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000361423,9606.ENSP00000378845,9606.ENSP00000393847,9606.ENSP00000428924	STAT5B,BCR,HCLS1,SH2B3,ABL1,LAT,PLA2G10,LYN
GO:0043434	Response to peptide hormone	9	355	0.9	0.00019	9606.ENSP00000293328,9606.ENSP00000298229,9606.ENSP00000324856,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	STAT5B,INPPL1,STK11,PTPN1,SRC,LYN,ADM,DAG1,NEFL
GO:0065008	Regulation of biological quality	28	3654	0.38	0.00020	9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000303507,9606.ENSP00000308782,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000482169	CDC37,NCK2,KDR,STAT5B,BCR,GP6,DAB2,MET,HCLS1,STK11,PLAUR,SH2B3,ABL1,SRC,AKT1S1,SNX9,LAT,ITGB1,USP8,NPY,PLA2G10,LYN,BRK1,ADM,DAG1,ADAM8,YES1,NEFL
GO:0000902	Cell morphogenesis	12	708	0.72	0.00021	9606.ENSP00000298527,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169	CLEC1B,MET,STK11,ABL1,SRC,WASF1,ITGB1,PLA2G10,DAG1,ADAM8,NCAM1,NEFL
GO:0007399	Nervous system development	21	2188	0.48	0.00021	9606.ENSP00000233154,9606.ENSP00000245810,9606.ENSP00000254322,9606.ENSP00000280362,9606.ENSP00000303507,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000496959	NCK2,PSPN,DNAJB1,PTS,BCR,MET,STK11,CRKL,GFRA1,ABL1,SRC,WASF1,ITGB1,NPY,PLA2G10,LYN,ADM,DAG1,NCAM1,NEFL,ITGAM
GO:0098542	Defense response to other organism	14	989	0.65	0.00021	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,STAT5B,TLR3,ADAM15,SH2D1A,SRC,NPY,PLA2G10,MAVS,LYN,ADM,YES1,IKBKG,ITGAM
GO:0002862	Negative regulation of inflammatory response to antigenic stimulus	4	27	1.67	0.00023	9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000428924,9606.ENSP00000462468	SRC,NPY,LYN,YES1
GO:0032880	Regulation of protein localization	13	852	0.68	0.00023	9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000401980,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000496959	DAB2,HCLS1,STK11,CRKL,CD2AP,PTPN1,SRC,ITGB1,USP8,MAVS,DAG1,ADAM8,ITGAM
GO:0007015	Actin filament organization	8	274	0.96	0.00025	9606.ENSP00000233154,9606.ENSP00000298229,9606.ENSP00000320176,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000432472	NCK2,INPPL1,HCLS1,CD2AP,ABL1,SRC,WASF1,BRK1
GO:0007264	Small GTPase mediated signal transduction	8	273	0.96	0.00025	9606.ENSP00000276420,9606.ENSP00000303507,9606.ENSP00000339186,9606.ENSP00000346300,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000432472	DOK2,BCR,GRAP2,CRKL,WASF1,LAT,USP8,BRK1
GO:0022407	Regulation of cell-cell adhesion	10	480	0.81	0.00026	9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000308782,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,STAT5B,GP6,PLAUR,SH2B3,ABL1,SRC,LYN,ADAM8,YES1
GO:0007265	Ras protein signal transduction	7	194	1.05	0.00028	9606.ENSP00000276420,9606.ENSP00000339186,9606.ENSP00000346300,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000432472	DOK2,GRAP2,CRKL,WASF1,LAT,USP8,BRK1
GO:0051240	Positive regulation of multicellular organismal process	17	1505	0.55	0.00029	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000384364,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169	KDR,STAT5B,ITGA5,TLR3,DAB2,HCLS1,STK11,ABL1,SRC,ITGB1,NPY,MAVS,LYN,ADM,DAG1,ADAM8,NEFL
GO:0051495	Positive regulation of cytoskeleton organization	7	195	1.05	0.00029	9606.ENSP00000233154,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000361423,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000432472	NCK2,MET,HCLS1,ABL1,SNX9,WASF1,BRK1
GO:0007548	Sex differentiation	8	282	0.95	0.00030	9606.ENSP00000001008,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000362680	FKBP4,KDR,STAT5B,TLR3,CRKL,GFRA1,ADAM15,SRC
GO:0010638	Positive regulation of organelle organization	10	508	0.79	0.00041	9606.ENSP00000233154,9606.ENSP00000263923,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000339328,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000432472	NCK2,KDR,MET,HCLS1,PLAUR,ABL1,SRC,SNX9,WASF1,BRK1
GO:1901698	Response to nitrogen compound	14	1058	0.62	0.00042	9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	STAT5B,TLR3,INPPL1,STK11,CRKL,PTPN1,ABL1,SRC,ITGB1,MAVS,LYN,ADM,DAG1,NEFL
GO:0030100	Regulation of endocytosis	7	209	1.02	0.00043	9606.ENSP00000313391,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000447730	DAB2,CD2AP,PTPN1,ABL1,SRC,HNRNPK,CD63
GO:0120035	Regulation of plasma membrane bounded cell projection organization	11	635	0.73	0.00043	9606.ENSP00000001008,9606.ENSP00000264896,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000482169	FKBP4,SCARB2,DAB2,STK11,CRKL,ABL1,SRC,ITGA6,LYN,BRK1,NEFL
GO:0070372	Regulation of ERK1 and ERK2 cascade	8	299	0.92	0.00044	9606.ENSP00000263923,9606.ENSP00000313391,9606.ENSP00000346300,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000428924	KDR,DAB2,CRKL,PTPN1,ABL1,SRC,NPY,LYN
GO:0022603	Regulation of anatomical structure morphogenesis	13	920	0.65	0.00048	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	KDR,ITGA5,TLR3,BCR,DAB2,STK11,CRKL,ABL1,SRC,ITGB1,ADM,DAG1,NEFL
GO:0010720	Positive regulation of cell development	8	304	0.92	0.00049	9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000482169	DAB2,STK11,CRKL,ABL1,ITGB1,LYN,DAG1,NEFL
GO:0045595	Regulation of cell differentiation	17	1582	0.53	0.00053	9606.ENSP00000162749,9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000379350,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000482169	TNFRSF1A,KDR,STAT5B,TLR3,DAB2,HCLS1,STK11,CRKL,ABL1,ITGB1,NFATC1,PLA2G10,LYN,ADM,DAG1,ADAM8,NEFL
GO:0050851	Antigen receptor-mediated signaling pathway	6	141	1.12	0.00055	9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000428924,9606.ENSP00000483825	BANK1,STK11,CRKL,ABL1,LYN,IKBKG
GO:0045860	Positive regulation of protein kinase activity	9	416	0.83	0.00057	9606.ENSP00000296795,9606.ENSP00000324856,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000442600,9606.ENSP00000453302	TLR3,STK11,PTPN1,ABL1,SRC,SNX9,LAT,DAG1,ADAM8
GO:0090287	Regulation of cellular response to growth factor stimulus	8	314	0.9	0.00060	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000376367,9606.ENSP00000447730	KDR,ITGA5,DAB2,STK11,PTPN1,ABL1,WASF1,CD63
GO:0009617	Response to bacterium	11	663	0.71	0.00061	9606.ENSP00000162749,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000320509,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000384364,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000444810	TNFRSF1A,TLR3,BCR,BANK1,ABL1,SRC,NPY,MAVS,LYN,ADM,FKBP5
GO:0006954	Inflammatory response	10	538	0.76	0.00062	9606.ENSP00000162749,9606.ENSP00000296795,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000453302,9606.ENSP00000483825,9606.ENSP00000496959	TNFRSF1A,TLR3,LAT,ITGB1,PLA2G10,LYN,ADM,ADAM8,IKBKG,ITGAM
GO:0060397	Growth hormone receptor signaling pathway via JAK-STAT	3	10	1.97	0.00064	9606.ENSP00000293328,9606.ENSP00000360683,9606.ENSP00000428924	STAT5B,PTPN1,LYN
GO:0098609	Cell-cell adhesion	10	542	0.76	0.00066	9606.ENSP00000252483,9606.ENSP00000293379,9606.ENSP00000327290,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000386896,9606.ENSP00000453302,9606.ENSP00000496959	NECTIN2,ITGA5,ITGA11,CD2AP,ABL1,SRC,ITGB1,ITGA6,ADAM8,ITGAM
GO:0008406	Gonad development	7	226	0.99	0.00067	9606.ENSP00000263923,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000362680	KDR,STAT5B,TLR3,CRKL,GFRA1,ADAM15,SRC
GO:0060255	Regulation of macromolecule metabolic process	37	6249	0.27	0.00068	9606.ENSP00000162749,9606.ENSP00000222005,9606.ENSP00000233154,9606.ENSP00000254322,9606.ENSP00000263923,9606.ENSP00000264896,9606.ENSP00000293328,9606.ENSP00000293379,9606.ENSP00000296795,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000320176,9606.ENSP00000320509,9606.ENSP00000324856,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000378845,9606.ENSP00000379721,9606.ENSP00000386896,9606.ENSP00000389377,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000462468,9606.ENSP00000483825	TNFRSF1A,CDC37,NCK2,DNAJB1,KDR,SCARB2,STAT5B,ITGA5,TLR3,INPPL1,DAB2,MET,HCLS1,BANK1,STK11,PLAUR,SH2B3,CRKL,GFRA1,CD2AP,PTPN1,ABL1,SRC,HNRNPK,AKT1S1,SNX9,LAT,USP8,ITGA6,NFATC1,PLA2G10,MAVS,LYN,DAG1,ADAM8,YES1,IKBKG
GO:0016043	Cellular component organization	34	5436	0.29	0.00069	9606.ENSP00000001008,9606.ENSP00000005587,9606.ENSP00000233154,9606.ENSP00000252483,9606.ENSP00000293379,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000349436,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000375711,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000379721,9606.ENSP00000384364,9606.ENSP00000386896,9606.ENSP00000393847,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000453302,9606.ENSP00000480132,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	FKBP4,SKAP2,NCK2,NECTIN2,ITGA5,INPPL1,BCR,DAB2,HCLS1,STK11,CRKL,GFRA1,ADAM15,CD2AP,PTPN1,ABL1,SRC,AKT1S1,SNX9,WASF1,ITGB1,USP8,NPY,ITGA6,PLA2G10,LYN,BRK1,ADM,DAG1,ADAM8,NCAM1,NEFL,IKBKG,ITGAM
GO:0034110	Regulation of homotypic cell-cell adhesion	4	38	1.52	0.00069	9606.ENSP00000308782,9606.ENSP00000339328,9606.ENSP00000345492,9606.ENSP00000428924	GP6,PLAUR,SH2B3,LYN
GO:1901214	Regulation of neuron death	8	324	0.89	0.00072	9606.ENSP00000263923,9606.ENSP00000361423,9606.ENSP00000375711,9606.ENSP00000384364,9606.ENSP00000453302,9606.ENSP00000482169,9606.ENSP00000483825,9606.ENSP00000496959	KDR,ABL1,AKT1S1,NPY,ADAM8,NEFL,IKBKG,ITGAM
GO:0007044	Cell-substrate junction assembly	4	39	1.51	0.00074	9606.ENSP00000293379,9606.ENSP00000303507,9606.ENSP00000362680,9606.ENSP00000386896	ITGA5,BCR,SRC,ITGA6
GO:0060627	Regulation of vesicle-mediated transport	10	551	0.75	0.00074	9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000352264,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000365458,9606.ENSP00000428924,9606.ENSP00000447730,9606.ENSP00000496959	BCR,DAB2,CD2AP,PTPN1,ABL1,SRC,HNRNPK,LYN,CD63,ITGAM
GO:0000904	Cell morphogenesis involved in differentiation	10	554	0.75	0.00076	9606.ENSP00000298527,9606.ENSP00000317272,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000442600,9606.ENSP00000480132,9606.ENSP00000482169	CLEC1B,MET,STK11,ABL1,SRC,ITGB1,PLA2G10,DAG1,NCAM1,NEFL
GO:0016192	Vesicle-mediated transport	15	1298	0.56	0.00081	9606.ENSP00000264896,9606.ENSP00000298229,9606.ENSP00000303507,9606.ENSP00000313391,9606.ENSP00000317272,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000378845,9606.ENSP00000379350,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000462468,9606.ENSP00000496959	SCARB2,INPPL1,BCR,DAB2,MET,ABL1,SRC,SNX9,WASF1,LAT,ITGB1,LYN,ADM,YES1,ITGAM
GO:0010975	Regulation of neuron projection development	9	442	0.8	0.00084	9606.ENSP00000001008,9606.ENSP00000264896,9606.ENSP00000313391,9606.ENSP00000324856,9606.ENSP00000346300,9606.ENSP00000361423,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000482169	FKBP4,SCARB2,DAB2,STK11,CRKL,ABL1,ITGA6,LYN,NEFL
GO:0001776	Leukocyte homeostasis	5	90	1.24	0.00088	9606.ENSP00000293328,9606.ENSP00000345492,9606.ENSP00000361423,9606.ENSP00000378845,9606.ENSP00000428924	STAT5B,SH2B3,ABL1,LAT,LYN
GO:0006897	Endocytosis	9	447	0.8	0.00091	9606.ENSP00000264896,9606.ENSP00000298229,9606.ENSP00000313391,9606.ENSP00000361423,9606.ENSP00000376024,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000436607,9606.ENSP00000496959	SCARB2,INPPL1,DAB2,ABL1,SNX9,WASF1,ITGB1,ADM,ITGAM
GO:1900182	Positive regulation of protein localization to nucleus	5	91	1.24	0.00092	9606.ENSP00000320176,9606.ENSP00000324856,9606.ENSP00000352264,9606.ENSP00000362680,9606.ENSP00000401980	HCLS1,STK11,CD2AP,SRC,MAVS
GO:0097435	Supramolecular fiber organization	10	570	0.74	0.00093	9606.ENSP00000233154,9606.ENSP00000298229,9606.ENSP00000320176,9606.ENSP00000352264,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000376367,9606.ENSP00000379350,9606.ENSP00000432472,9606.ENSP00000482169	NCK2,INPPL1,HCLS1,CD2AP,ABL1,SRC,WASF1,ITGB1,BRK1,NEFL
GO:0006955	Immune response	15	1321	0.55	0.00097	9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000303507,9606.ENSP00000349436,9606.ENSP00000360181,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000378845,9606.ENSP00000384364,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000462468,9606.ENSP00000483825,9606.ENSP00000496959	STAT5B,TLR3,BCR,ADAM15,SH2D1A,ABL1,SRC,LAT,NPY,MAVS,LYN,ADM,YES1,IKBKG,ITGAM
GO:0002009	Morphogenesis of an epithelium	9	457	0.79	0.0010	9606.ENSP00000263923,9606.ENSP00000293379,9606.ENSP00000317272,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379350,9606.ENSP00000393847,9606.ENSP00000436607,9606.ENSP00000442600	KDR,ITGA5,MET,ABL1,SRC,ITGB1,PLA2G10,ADM,DAG1
GO:0030218	Erythrocyte differentiation	5	93	1.23	0.0010	9606.ENSP00000293328,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000393847,9606.ENSP00000428924	STAT5B,HCLS1,SH2B3,PLA2G10,LYN
GO:0071345	Cellular response to cytokine stimulus	11	711	0.68	0.0010	9606.ENSP00000162749,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000320176,9606.ENSP00000345492,9606.ENSP00000346300,9606.ENSP00000347591,9606.ENSP00000362680,9606.ENSP00000393847,9606.ENSP00000401980,9606.ENSP00000428924	TNFRSF1A,STAT5B,TLR3,HCLS1,SH2B3,CRKL,GFRA1,SRC,PLA2G10,MAVS,LYN
GO:0014070	Response to organic cyclic compound	12	861	0.64	0.0011	9606.ENSP00000001008,9606.ENSP00000293328,9606.ENSP00000296795,9606.ENSP00000313391,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000379721,9606.ENSP00000401980,9606.ENSP00000428924,9606.ENSP00000436607,9606.ENSP00000442600,9606.ENSP00000482169	FKBP4,STAT5B,TLR3,DAB2,ABL1,SRC,USP8,MAVS,LYN,ADM,DAG1,NEFL
GO:0031346	Positive regulation of cell projection organization	8	347	0.86	0.0011	9606.ENSP00000264896,9606.ENSP00000324856,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000386896,9606.ENSP00000428924,9606.ENSP00000432472,9606.ENSP00000482169	SCARB2,STK11,ABL1,SRC,ITGA6,LYN,BRK1,NEFL
GO:0050870	Positive regulation of T cell activation	7	251	0.94	0.0011	9606.ENSP00000233154,9606.ENSP00000293328,9606.ENSP00000361423,9606.ENSP00000362680,9606.ENSP00000428924,9606.ENSP00000453302,9606.ENSP00000462468	NCK2,STAT5B,ABL1,SRC,LYN,ADAM8,YES1
GO:0043409	Negative regulation of MAPK cascade	6	168	1.05	0.0012	9606.ENSP00000313391,9606.ENSP00000345492,9606.ENSP00000360683,9606.ENSP00000361423,9606.ENSP00000428924,9606.ENSP00000442600	DAB2,SH2B3,PTPN1,ABL1,LYN,DAG1
