#clustering method	cluster number	cluster color	gene count	protein name	protein identifier	protein description
kmeans	2	Brown	47	SIRPB1	9606.ENSP00000371018	Signal-regulatory protein beta-1; Immunoglobulin-like cell surface receptor involved in the negative regulation of receptor tyrosine kinase-coupled signaling processes. Participates also in the recruitment of tyrosine kinase SYK. Triggers activation of myeloid cells when associated with TYROBP.
kmeans	2	Brown	47	TANK	9606.ENSP00000259075	TRAF family member-associated NF-kappa-B activator; Adapter protein involved in I-kappa-B-kinase (IKK) regulation which constitutively binds TBK1 and IKBKE playing a role in antiviral innate immunity. Acts as a regulator of TRAF function by maintaining them in a latent state. Blocks TRAF2 binding to LMP1 and inhibits LMP1- mediated NF-kappa-B activation. Negatively regulates NF-kappaB signaling and cell survival upon DNA damage. Plays a role as an adapter to assemble ZC3H12A, USP10 in a deubiquitination complex which plays a negative feedback response to attenuate NF-kappaB activation  [...] 
kmeans	2	Brown	47	TJAP1	9606.ENSP00000361522	Tight junction associated protein 1.
kmeans	2	Brown	47	TNFRSF11A	9606.ENSP00000465500	Tumor necrosis factor receptor superfamily member 11A; Receptor for TNFSF11/RANKL/TRANCE/OPGL; essential for RANKL- mediated osteoclastogenesis. Involved in the regulation of interactions between T-cells and dendritic cells.
kmeans	2	Brown	47	TNFRSF11B	9606.ENSP00000297350	Tumor necrosis factor receptor superfamily member 11B; Acts as decoy receptor for TNFSF11/RANKL and thereby neutralizes its function in osteoclastogenesis. Inhibits the activation of osteoclasts and promotes osteoclast apoptosis in vitro. Bone homeostasis seems to depend on the local ratio between TNFSF11 and TNFRSF11B. May also play a role in preventing arterial calcification. May act as decoy receptor for TNFSF10/TRAIL and protect against apoptosis. TNFSF10/TRAIL binding blocks the inhibition of osteoclastogenesis.
kmeans	2	Brown	47	TNFRSF14	9606.ENSP00000347948	Tumor necrosis factor receptor superfamily member 14; Receptor for four distinct ligands: The TNF superfamily members TNFSF14/LIGHT and homotrimeric LTA/lymphotoxin-alpha and the immunoglobulin superfamily members BTLA and CD160, altogether defining a complex stimulatory and inhibitory signaling network. Signals via the TRAF2-TRAF3 E3 ligase pathway to promote immune cell survival and differentiation. Participates in bidirectional cell-cell contact signaling between antigen presenting cells and lymphocytes. In response to ligation of TNFSF14/LIGHT, delivers costimulatory signals to T c [...] 
kmeans	2	Brown	47	TRIM5	9606.ENSP00000369373	Tripartite motif-containing protein 5; Capsid-specific restriction factor that prevents infection from non-host-adapted retroviruses. Blocks viral replication early in the life cycle, after viral entry but before reverse transcription. In addition to acting as a capsid-specific restriction factor, also acts as a pattern recognition receptor that activates innate immune signaling in response to the retroviral capsid lattice. Binding to the viral capsid triggers its E3 ubiquitin ligase activity, and in concert with the heterodimeric ubiquitin conjugating enzyme complex UBE2V1- UBE2N (als [...] 
kmeans	2	Brown	47	TXLNA	9606.ENSP00000362711	Alpha-taxilin; May be involved in intracellular vesicle traffic and potentially in calcium-dependent exocytosis in neuroendocrine cells; Belongs to the taxilin family.
kmeans	2	Brown	47	VSIG4	9606.ENSP00000363869	V-set and immunoglobulin domain-containing protein 4; Phagocytic receptor, strong negative regulator of T-cell proliferation and IL2 production. Potent inhibitor of the alternative complement pathway convertases.
kmeans	2	Brown	47	VSIR	9606.ENSP00000378409	V-type immunoglobulin domain-containing suppressor of T-cell activation; Immunoregulatory receptor which inhibits the T-cell response. May promote differentiation of embryonic stem cells, by inhibiting BMP4 signaling (By similarity). May stimulate MMP14- mediated MMP2 activation.
kmeans	2	Brown	47	VSTM1	9606.ENSP00000343366	V-set and transmembrane domain-containing protein 1; [Isoform 2]: Behaves as a cytokine, promoting IL17A secretion by CD4+ T-cells, and differentiation and activation of IL17 producing helper T-cells (TH17).
kmeans	2	Brown	47	WNT9A	9606.ENSP00000272164	Protein Wnt-9a; Ligand for members of the frizzled family of seven transmembrane receptors. Functions in the canonical Wnt/beta-catenin signaling pathway. Required for normal timing of IHH expression during embryonic bone development, normal chondrocyte maturation and for normal bone mineralization during embryonic bone development. Plays a redundant role in maintaining joint integrity.
kmeans	3	Dark Golden Rod	65	ADAMTS8	9606.ENSP00000257359	A disintegrin and metalloproteinase with thrombospondin motifs 8; Has anti-angiogenic properties.
kmeans	3	Dark Golden Rod	65	APEX1	9606.ENSP00000216714	DNA-(apurinic or apyrimidinic site) lyase, mitochondrial; Multifunctional protein that plays a central role in the cellular response to oxidative stress. The two major activities of APEX1 are DNA repair and redox regulation of transcriptional factors. Functions as a apurinic/apyrimidinic (AP) endodeoxyribonuclease in the DNA base excision repair (BER) pathway of DNA lesions induced by oxidative and alkylating agents. Initiates repair of AP sites in DNA by catalyzing hydrolytic incision of the phosphodiester backbone immediately adjacent to the damage, generating a single-strand break w [...] 
kmeans	3	Dark Golden Rod	65	B4GAT1	9606.ENSP00000309096	Beta-1,4-glucuronyltransferase 1; Beta-1,4-glucuronyltransferase involved in O-mannosylation of alpha-dystroglycan (DAG1). Transfers a glucuronic acid (GlcA) residue onto a xylose (Xyl) acceptor to produce the glucuronyl-beta-1,4-xylose- beta disaccharide primer, which is further elongated by LARGE1, during synthesis of phosphorylated O-mannosyl glycan. Phosphorylated O-mannosyl glycan is a carbohydrate is a carbohydrate structure present in alpha-dystroglycan (DAG1), which is required for binding laminin G-like domain-containing extracellular proteins with high affinity. Required for  [...] 
kmeans	3	Dark Golden Rod	65	BACH1	9606.ENSP00000382805	Transcription regulator protein BACH1; Transcriptional regulator that acts as repressor or activator, depending on the context. Binds to NF-E2 DNA binding sites. Plays important roles in coordinating transcription activation and repression by MAFK (By similarity). Together with MAF, represses the transcription of genes under the control of the NFE2L2 oxidative stress pathway.
kmeans	3	Dark Golden Rod	65	CA13	9606.ENSP00000318912	Carbonic anhydrase 13; Reversible hydration of carbon dioxide; Belongs to the alpha-carbonic anhydrase family.
kmeans	3	Dark Golden Rod	65	CA5A	9606.ENSP00000498065	Carbonic anhydrase 5A, mitochondrial; Reversible hydration of carbon dioxide. Low activity.
kmeans	3	Dark Golden Rod	65	CBLN4	9606.ENSP00000064571	Cerebellin-4; Acts as a synaptic organizer in specific subsets of neurons in the brain (By similarity). Essential for the formation and maintenance of inhibitory GABAergic synapses (By similarity). Promotes the development of dendrite-targeting inhibitory GABAergic synapses made by somatostatin-positive interneurons (By similarity). May contribute to the function of ventral medial habenula region of the brain implicated in the regulation of anxiety-related behaviors (By similarity). May play a role in CBLN3 export from the endoplasmic reticulum and secretion (By similarity).
kmeans	3	Dark Golden Rod	65	CCDC80	9606.ENSP00000206423	Coiled-coil domain-containing protein 80; Promotes cell adhesion and matrix assembly.
kmeans	3	Dark Golden Rod	65	CCN5	9606.ENSP00000361959	CCN family member 5; May play an important role in modulating bone turnover. Promotes the adhesion of osteoblast cells and inhibits the binding of fibrinogen to integrin receptors. In addition, inhibits osteocalcin production; Belongs to the CCN family.
kmeans	3	Dark Golden Rod	65	CDHR1	9606.ENSP00000485478	Cadherin-related family member 1; Potential calcium-dependent cell-adhesion protein. May be required for the structural integrity of the outer segment (OS) of photoreceptor cells (By similarity).
kmeans	3	Dark Golden Rod	65	CDHR2	9606.ENSP00000424565	Cadherin-related family member 2; Intermicrovillar adhesion molecule that forms, via its extracellular domain, calcium-dependent heterophilic complexes with CDHR5 on adjacent microvilli. Thereby, controls the packing of microvilli at the apical membrane of epithelial cells. Through its cytoplasmic domain, interacts with microvillus cytoplasmic proteins to form the intermicrovillar adhesion complex/IMAC. This complex plays a central role in microvilli and epithelial brush border differentiation. May also play a role in cell-cell adhesion and contact inhibition in epithelial cells.
kmeans	3	Dark Golden Rod	65	CDHR5	9606.ENSP00000380676	Cadherin-related family member 5; Intermicrovillar adhesion molecule that forms, via its extracellular domain, calcium-dependent heterophilic complexes with CDHR2 on adjacent microvilli. Thereby, controls the packing of microvilli at the apical membrane of epithelial cells. Through its cytoplasmic domain, interacts with microvillus cytoplasmic proteins to form the intermicrovillar adhesion complex/IMAC. This complex plays a central role in microvilli and epithelial brush border differentiation.
kmeans	3	Dark Golden Rod	65	CEP85	9606.ENSP00000252992	Centrosomal protein of 85 kDa; Acts as a negative regulator of NEK2 to maintain the centrosome integrity in interphase. Suppresses centrosome disjunction by inhibiting NEK2 kinase activity. Belongs to the CEP85 family.
kmeans	3	Dark Golden Rod	65	CERT1	9606.ENSP00000383996	Ceramide transfer protein; Shelters ceramides and diacylglycerol lipids inside its START domain and mediates the intracellular trafficking of ceramides and diacylglycerol lipids in a non-vesicular manner.
kmeans	3	Dark Golden Rod	65	CES1	9606.ENSP00000353720	Liver carboxylesterase 1; Involved in the detoxification of xenobiotics and in the activation of ester and amide prodrugs. Hydrolyzes aromatic and aliphatic esters, but has no catalytic activity toward amides or a fatty acyl-CoA ester. Hydrolyzes the methyl ester group of cocaine to form benzoylecgonine. Catalyzes the transesterification of cocaine to form cocaethylene. Displays fatty acid ethyl ester synthase activity, catalyzing the ethyl esterification of oleic acid to ethyloleate. Belongs to the type-B carboxylesterase/lipase family.
kmeans	3	Dark Golden Rod	65	CETN2	9606.ENSP00000359300	Centrin-2; Plays a fundamental role in microtubule organizing center structure and function. Required for centriole duplication and correct spindle formation. Has a role in regulating cytokinesis and genome stability via cooperation with CALM1 and CCP110. The XPC complex is proposed to represent the first factor bound at the sites of DNA damage and together with other core recognition factors, XPA, RPA and the TFIIH complex, is part of the pre-incision (or initial recognition) complex. The XPC complex recognizes a wide spectrum of damaged DNA characterized by distortions of the DNA hel [...] 
kmeans	3	Dark Golden Rod	65	CGREF1	9606.ENSP00000385452	Cell growth regulator with EF hand domain protein 1; Mediates cell-cell adhesion in a calcium-dependent manner (By similarity). Able to inhibit growth in several cell lines.
kmeans	3	Dark Golden Rod	65	CNPY4	9606.ENSP00000262932	Protein canopy homolog 4; Plays a role in the regulation of the cell surface expression of TLR4.
kmeans	3	Dark Golden Rod	65	CNTN5	9606.ENSP00000435637	Contactin-5; Contactins mediate cell surface interactions during nervous system development. Has some neurite outgrowth-promoting activity in the cerebral cortical neurons but not in hippocampal neurons. Probably involved in neuronal activity in the auditory system (By similarity).
kmeans	3	Dark Golden Rod	65	CST5	9606.ENSP00000307132	Cystatin-D; Cysteine proteinase inhibitor that possibly plays a protective role against proteinases present in the oral cavity. The order of preference for inhibition is cathepsin S > cathepsin H > cathepsin L > cathepsin B.
